ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
203997_at	3.95e-01	1.77e-01	1.3535314	-5.562576	0.11263713	PTPN3	protein tyrosine phosphatase, non-receptor type 3
213235_at	3.95e-01	1.77e-01	-1.3535227	-5.562587	-0.0908891	KNOP1	lysine rich nucleolar protein 1
212119_at	3.95e-01	1.77e-01	1.3534829	-5.56264	0.09429647	RHOQ	ras homolog family member Q
209702_at	3.95e-01	1.77e-01	-1.3532922	-5.562891	-0.11929255	FTO	fat mass and obesity associated
204440_at	3.95e-01	1.77e-01	1.3532486	-5.562949	0.10703915	CD83	CD83 molecule
214481_at	3.95e-01	1.77e-01	1.3530878	-5.563161	0.19649627	HIST1H2AM	histone cluster 1, H2am
218586_at	3.95e-01	1.77e-01	1.3529526	-5.563339	0.08533775	MRGBP	MRG/MORF4L binding protein
205749_at	3.95e-01	1.77e-01	-1.3529159	-5.563387	-0.17676337	CYP1A1	cytochrome P450 family 1 subfamily A member 1
220835_s_at	3.95e-01	1.77e-01	1.3529036	-5.563403	0.21586572	ZNF407	zinc finger protein 407
213025_at	3.95e-01	1.77e-01	-1.3528224	-5.56351	-0.10494855	THUMPD1	THUMP domain containing 1
219350_s_at	3.95e-01	1.77e-01	-1.3526544	-5.563732	-0.06517395	DIABLO	diablo IAP-binding mitochondrial protein
214922_at	3.95e-01	1.77e-01	-1.3526359	-5.563756	-0.14251442	ZNF484	zinc finger protein 484
211546_x_at	3.96e-01	1.77e-01	-1.3520957	-5.564468	-0.17487553	SNCA	synuclein alpha
204223_at	3.96e-01	1.77e-01	1.3520543	-5.564522	0.24915501	PRELP	proline and arginine rich end leucine rich repeat protein
205182_s_at	3.96e-01	1.77e-01	-1.3520112	-5.564579	-0.15094871	ZNF324	zinc finger protein 324
206406_at	3.96e-01	1.77e-01	1.3511482	-5.565715	0.07313546	SMCP	sperm mitochondria associated cysteine rich protein
221267_s_at	3.96e-01	1.77e-01	-1.3511147	-5.565759	-0.07705923	ABHD17A	abhydrolase domain containing 17A
209895_at	3.96e-01	1.77e-01	1.3507975	-5.566177	0.13067164	PTPN11	protein tyrosine phosphatase, non-receptor type 11
202145_at	3.96e-01	1.77e-01	1.3505488	-5.566504	0.24849944	LY6E	lymphocyte antigen 6 complex, locus E
218935_at	3.96e-01	1.77e-01	-1.3504521	-5.566631	-0.22453243	EHD3	EH domain containing 3
216768_x_at	3.96e-01	1.77e-01	1.3504349	-5.566654	0.20165178	TTC38	tetratricopeptide repeat domain 38
210503_at	3.96e-01	1.78e-01	-1.350379	-5.566727	-0.24124152	MAGEA11	MAGE family member A11
221372_s_at	3.96e-01	1.78e-01	-1.3503022	-5.566828	-0.17843091	P2RX2	purinergic receptor P2X 2
221904_at	3.97e-01	1.78e-01	1.3501675	-5.567005	0.07274135	FAM131A	family with sequence similarity 131 member A
203584_at	3.97e-01	1.78e-01	1.3500135	-5.567208	0.09090194	EMC2	ER membrane protein complex subunit 2
213794_s_at	3.97e-01	1.78e-01	1.3498714	-5.567395	0.06599047	NGDN	neuroguidin
210269_s_at	3.97e-01	1.78e-01	1.3498207	-5.567462	0.21341879	AKAP17A	A-kinase anchoring protein 17A
203032_s_at	3.97e-01	1.78e-01	1.3497901	-5.567502	0.20157663	FH	fumarate hydratase
218540_at	3.97e-01	1.78e-01	-1.3497205	-5.567593	-0.15001719	THTPA	thiamine triphosphatase
216325_x_at	3.97e-01	1.78e-01	-1.3496838	-5.567642	-0.18046648	RTEL1-TNFRSF6B///RTEL1	RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1
204677_at	3.97e-01	1.78e-01	-1.3495956	-5.567757	-0.26643695	CDH5	cadherin 5
207910_at	3.97e-01	1.78e-01	-1.3495566	-5.567809	-0.19687905	SCGB1D1	secretoglobin family 1D member 1
222200_s_at	3.97e-01	1.78e-01	-1.3494821	-5.567907	-0.08104809	BSDC1	BSD domain containing 1
220884_at	3.97e-01	1.78e-01	-1.3494279	-5.567978	-0.25233566		
215793_at	3.97e-01	1.78e-01	1.34925	-5.568212	0.24271174	MTMR7	myotubularin related protein 7
220429_at	3.97e-01	1.78e-01	-1.3489377	-5.568622	-0.14934835	NDST3	N-deacetylase and N-sulfotransferase 3
203512_at	3.97e-01	1.78e-01	1.3486479	-5.569003	0.07698423	TRAPPC3	trafficking protein particle complex 3
213531_s_at	3.97e-01	1.78e-01	-1.3485235	-5.569166	-0.07391508	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
216281_at	3.97e-01	1.78e-01	-1.3485142	-5.569179	-0.12522683	DICER1	dicer 1, ribonuclease III
208623_s_at	3.97e-01	1.78e-01	-1.348222	-5.569562	-0.10621301	EZR	ezrin
204630_s_at	3.97e-01	1.78e-01	-1.3481869	-5.569609	-0.06372542	GOSR1	golgi SNAP receptor complex member 1
222092_at	3.97e-01	1.78e-01	-1.3481727	-5.569627	-0.19447	PTPN21	protein tyrosine phosphatase, non-receptor type 21
210098_s_at	3.97e-01	1.78e-01	1.3481612	-5.569642	0.12102284		
209171_at	3.97e-01	1.78e-01	1.3480298	-5.569815	0.11413146	ITPA	inosine triphosphatase
200046_at	3.97e-01	1.78e-01	-1.3478887	-5.57	-0.07841043	DAD1	defender against cell death 1
222363_at	3.97e-01	1.78e-01	-1.3477635	-5.570164	-0.17758177		
221745_at	3.97e-01	1.78e-01	1.3477542	-5.570177	0.09275406	DCAF7	DDB1 and CUL4 associated factor 7
221475_s_at	3.97e-01	1.78e-01	1.3477082	-5.570237	0.08899734	RPL15	ribosomal protein L15
202451_at	3.98e-01	1.78e-01	1.3473461	-5.570712	0.10670968	GTF2H1	general transcription factor IIH subunit 1
221920_s_at	3.98e-01	1.79e-01	1.346919	-5.571273	0.30848537	SLC25A37	solute carrier family 25 member 37
206077_at	3.98e-01	1.79e-01	1.3469005	-5.571297	0.16155914	KEL	Kell blood group, metallo-endopeptidase
218969_at	3.98e-01	1.79e-01	-1.3468383	-5.571379	-0.06753482	PAM16	presequence translocase associated motor 16 homolog
207298_at	3.98e-01	1.79e-01	-1.3468335	-5.571385	-0.17256721	SLC17A3	solute carrier family 17 member 3
208702_x_at	3.98e-01	1.79e-01	-1.3467961	-5.571434	-0.11572608	APLP2	amyloid beta precursor like protein 2
203922_s_at	3.98e-01	1.79e-01	1.3466672	-5.571603	0.10097047	CYBB	cytochrome b-245 beta chain
218598_at	3.98e-01	1.79e-01	1.3465844	-5.571712	0.09378946	RINT1	RAD50 interactor 1
220606_s_at	3.98e-01	1.79e-01	1.3465433	-5.571766	0.18099529	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
209932_s_at	3.98e-01	1.79e-01	1.3464978	-5.571825	0.09341551	DUT	deoxyuridine triphosphatase
210034_s_at	3.98e-01	1.79e-01	-1.3462639	-5.572132	-0.14018991	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21
214629_x_at	3.98e-01	1.79e-01	-1.3462334	-5.572172	-0.08325977	RTN4	reticulon 4
221998_s_at	3.98e-01	1.79e-01	-1.3459898	-5.572492	-0.1528195	VRK3	vaccinia related kinase 3
209472_at	3.98e-01	1.79e-01	-1.3459188	-5.572585	-0.0912595	KYAT3	kynurenine aminotransferase 3
208124_s_at	3.98e-01	1.79e-01	-1.3456269	-5.572967	-0.09295732	SEMA4F	ssemaphorin 4F
205247_at	3.98e-01	1.79e-01	-1.3454661	-5.573178	-0.11223321	NOTCH4	notch 4
203912_s_at	3.98e-01	1.79e-01	-1.3453971	-5.573269	-0.12773908	DNASE1L1	deoxyribonuclease 1 like 1
207876_s_at	3.98e-01	1.79e-01	-1.3452247	-5.573494	-0.09332005	FLNC	filamin C
220717_at	3.98e-01	1.79e-01	-1.3451414	-5.573604	-0.14024246	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20
208200_at	3.99e-01	1.79e-01	-1.3447346	-5.574137	-0.129872	IL1A	interleukin 1 alpha
213461_at	3.99e-01	1.79e-01	1.3446849	-5.574202	0.12053027	NUDT21	nudix hydrolase 21
210487_at	3.99e-01	1.79e-01	-1.3446785	-5.57421	-0.12415745	DNTT	DNA nucleotidylexotransferase
212451_at	3.99e-01	1.79e-01	-1.3445785	-5.574341	-0.09302155	SECISBP2L	SECIS binding protein 2 like
210248_at	3.99e-01	1.79e-01	1.3443858	-5.574594	0.1535431	WNT7A	Wnt family member 7A
210067_at	3.99e-01	1.79e-01	1.3442316	-5.574795	0.14777541	AQP4	aquaporin 4
203700_s_at	3.99e-01	1.80e-01	-1.3441957	-5.574842	-0.13711649	DIO2	deiodinase, iodothyronine, type II
218666_s_at	3.99e-01	1.80e-01	1.3440091	-5.575087	0.09224771	STX17	syntaxin 17
216774_at	3.99e-01	1.80e-01	-1.343758	-5.575415	-0.12498955		
212287_at	3.99e-01	1.80e-01	1.3436057	-5.575615	0.08168136	SUZ12	SUZ12 polycomb repressive complex 2 subunit
AFFX-HUMRGE/M10098_3_at	3.99e-01	1.80e-01	-1.3435977	-5.575625	-0.24704241		
205849_s_at	3.99e-01	1.80e-01	1.3435365	-5.575705	0.08533494	UQCRB	ubiquinol-cytochrome c reductase binding protein
221039_s_at	3.99e-01	1.80e-01	1.3433149	-5.575995	0.10848013	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
204853_at	3.99e-01	1.80e-01	1.3432685	-5.576056	0.20261003	ORC2	origin recognition complex subunit 2
205930_at	3.99e-01	1.80e-01	1.3430193	-5.576382	0.05655024	GTF2E1	general transcription factor IIE subunit 1
210914_at	3.99e-01	1.80e-01	-1.3428439	-5.576612	-0.19746728		
209433_s_at	3.99e-01	1.80e-01	1.3428371	-5.576621	0.07854393	PPAT	phosphoribosyl pyrophosphate amidotransferase
215589_at	3.99e-01	1.80e-01	1.3427239	-5.576769	0.21711531		
215562_at	4.00e-01	1.80e-01	-1.3423168	-5.577301	-0.14511158	TTC39A	tetratricopeptide repeat domain 39A
219508_at	4.00e-01	1.80e-01	-1.3422704	-5.577362	-0.19288149	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
206111_at	4.00e-01	1.80e-01	-1.3421666	-5.577497	-0.11366865	RNASE2	ribonuclease A family member 2
216316_x_at	4.00e-01	1.80e-01	1.3421284	-5.577547	0.18867424	GK6P	glycerol kinase 6 pseudogene
215311_at	4.00e-01	1.80e-01	1.3420594	-5.577638	0.16880502	NTRK3	neurotrophic receptor tyrosine kinase 3
219021_at	4.00e-01	1.80e-01	1.3420441	-5.577658	0.10573807	RNF121	ring finger protein 121
220252_x_at	4.00e-01	1.80e-01	1.3420348	-5.57767	0.11902583	CXorf21	chromosome X open reading frame 21
213046_at	4.00e-01	1.80e-01	-1.3418582	-5.577901	-0.08443643	PABPN1	poly(A) binding protein nuclear 1
213753_x_at	4.00e-01	1.80e-01	-1.3417693	-5.578017	-0.08703794	EIF5A	eukaryotic translation initiation factor 5A
209376_x_at	4.00e-01	1.80e-01	-1.3415456	-5.578309	-0.06651087	SCAF11	SR-related CTD associated factor 11
214013_s_at	4.00e-01	1.80e-01	1.341464	-5.578416	0.1790795	TBC1D1	TBC1 domain family member 1
207639_at	4.00e-01	1.80e-01	1.3414631	-5.578417	0.1667921	FZD9	frizzled class receptor 9
220961_s_at	4.00e-01	1.80e-01	-1.3414567	-5.578425	-0.1346668	TBRG4	transforming growth factor beta regulator 4
216405_at	4.00e-01	1.80e-01	-1.3412662	-5.578674	-0.2155462		
220533_at	4.00e-01	1.80e-01	1.3411622	-5.57881	0.09656094		
205947_s_at	4.00e-01	1.80e-01	-1.3411333	-5.578848	-0.19134388	VIPR2	vasoactive intestinal peptide receptor 2
218762_at	4.00e-01	1.81e-01	-1.3409975	-5.579025	-0.15476193	ZNF574	zinc finger protein 574
219317_at	4.00e-01	1.81e-01	-1.3408566	-5.579209	-0.12997614	POLI	DNA polymerase iota
217729_s_at	4.00e-01	1.81e-01	-1.3408164	-5.579262	-0.10456314	AES	amino-terminal enhancer of split
219102_at	4.00e-01	1.81e-01	1.3407841	-5.579304	0.21239329	RCN3	reticulocalbin 3
206651_s_at	4.00e-01	1.81e-01	1.3407654	-5.579329	0.18658534	CPB2	carboxypeptidase B2
218913_s_at	4.00e-01	1.81e-01	1.3406355	-5.579498	0.18027555	GMIP	GEM interacting protein
219587_at	4.00e-01	1.81e-01	-1.3402586	-5.57999	-0.25615811	TTC12	tetratricopeptide repeat domain 12
208901_s_at	4.00e-01	1.81e-01	-1.340176	-5.580098	-0.06940137	TOP1	topoisomerase (DNA) I
217637_at	4.00e-01	1.81e-01	-1.3400244	-5.580296	-0.090564	KCNB1	potassium voltage-gated channel subfamily B member 1
206433_s_at	4.00e-01	1.81e-01	-1.3399711	-5.580366	-0.22696827	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
202506_at	4.00e-01	1.81e-01	-1.3398572	-5.580514	-0.1412943	SSFA2	sperm specific antigen 2
201050_at	4.00e-01	1.81e-01	-1.3397232	-5.580689	-0.11057704	PLD3	phospholipase D family member 3
203140_at	4.00e-01	1.81e-01	-1.339674	-5.580754	-0.13558721	BCL6	B-cell CLL/lymphoma 6
207309_at	4.00e-01	1.81e-01	-1.3396322	-5.580808	-0.09507129	NOS1	nitric oxide synthase 1
205669_at	4.01e-01	1.81e-01	-1.3392462	-5.581312	-0.15534078	NCAM2	neural cell adhesion molecule 2
202183_s_at	4.01e-01	1.81e-01	-1.3388118	-5.581878	-0.07118416	KIF22	kinesin family member 22
214146_s_at	4.01e-01	1.81e-01	-1.3387758	-5.581925	-0.34874465	PPBP	pro-platelet basic protein
215098_at	4.01e-01	1.81e-01	1.3386827	-5.582047	0.15055657	RXRB	retinoid X receptor beta
207827_x_at	4.01e-01	1.81e-01	-1.3386383	-5.582105	-0.20206566	SNCA	synuclein alpha
206897_at	4.01e-01	1.81e-01	-1.3386032	-5.58215	-0.15370478	PAGE1	PAGE family member 1
208875_s_at	4.01e-01	1.81e-01	1.338557	-5.582211	0.07346237	PAK2	p21 (RAC1) activated kinase 2
214081_at	4.01e-01	1.81e-01	-1.3385112	-5.58227	-0.09112451	PLXDC1	plexin domain containing 1
221092_at	4.01e-01	1.81e-01	1.3382943	-5.582553	0.2004593	IKZF3	IKAROS family zinc finger 3
207187_at	4.01e-01	1.81e-01	-1.3382211	-5.582649	-0.09466214	JAK3	Janus kinase 3
210095_s_at	4.01e-01	1.82e-01	1.3378589	-5.583121	0.24401301	IGFBP3	insulin like growth factor binding protein 3
203996_s_at	4.01e-01	1.82e-01	-1.3378311	-5.583157	-0.12921782	C21orf2	chromosome 21 open reading frame 2
204532_x_at	4.01e-01	1.82e-01	-1.3377345	-5.583283	-0.10521293	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
211958_at	4.01e-01	1.82e-01	-1.3376319	-5.583417	-0.15601711	IGFBP5	insulin like growth factor binding protein 5
215721_at	4.01e-01	1.82e-01	1.3375796	-5.583485	0.17234883	LOC100293211///IGHG1	uncharacterized LOC100293211///immunoglobulin heavy constant gamma 1 (G1m marker)
213022_s_at	4.02e-01	1.82e-01	-1.3372467	-5.583918	-0.08036216	UTRN	utrophin
216336_x_at	4.02e-01	1.82e-01	1.3367509	-5.584564	0.14070922	MT1E	metallothionein 1E
209323_at	4.02e-01	1.82e-01	1.3365849	-5.58478	0.10304818	THAP12	THAP domain containing 12
210787_s_at	4.02e-01	1.82e-01	1.3365788	-5.584788	0.17984817	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
212450_at	4.02e-01	1.82e-01	-1.3364002	-5.585021	-0.1319546	SECISBP2L	SECIS binding protein 2 like
213659_at	4.02e-01	1.82e-01	-1.3362035	-5.585277	-0.16348146	ZNF75D	zinc finger protein 75D
202148_s_at	4.02e-01	1.82e-01	1.3359442	-5.585614	0.10845041	PYCR1	pyrroline-5-carboxylate reductase 1
205161_s_at	4.02e-01	1.82e-01	-1.3355776	-5.586091	-0.22907927	PEX11A	peroxisomal biogenesis factor 11 alpha
208609_s_at	4.02e-01	1.82e-01	1.3355212	-5.586165	0.16019833	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
211117_x_at	4.02e-01	1.82e-01	-1.3355016	-5.58619	-0.16968248	ESR2	estrogen receptor 2
222113_s_at	4.02e-01	1.82e-01	-1.3354675	-5.586235	-0.07301592	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
202551_s_at	4.03e-01	1.82e-01	-1.335308	-5.586442	-0.16354943	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
222313_at	4.03e-01	1.82e-01	-1.3352734	-5.586487	-0.2574332		
207270_x_at	4.03e-01	1.82e-01	1.3351377	-5.586664	0.12238161	CD300C	CD300c molecule
204065_at	4.03e-01	1.82e-01	-1.3350898	-5.586726	-0.08014595	CHST10	carbohydrate sulfotransferase 10
211060_x_at	4.03e-01	1.82e-01	1.3350489	-5.586779	0.10695966	GPAA1	glycosylphosphatidylinositol anchor attachment 1
221678_at	4.03e-01	1.82e-01	1.3350458	-5.586783	0.19597516	ABHD6	abhydrolase domain containing 6
201920_at	4.03e-01	1.82e-01	-1.3350109	-5.586829	-0.1077514	SLC20A1	solute carrier family 20 member 1
215285_s_at	4.03e-01	1.83e-01	1.3348821	-5.586996	0.16306424	PHTF1	putative homeodomain transcription factor 1
220398_at	4.03e-01	1.83e-01	-1.3346285	-5.587326	-0.09236973	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
221354_s_at	4.03e-01	1.83e-01	-1.3345371	-5.587445	-0.16977967	MCHR1	melanin concentrating hormone receptor 1
200968_s_at	4.03e-01	1.83e-01	1.3344477	-5.587561	0.10179326	PPIB	peptidylprolyl isomerase B
49327_at	4.03e-01	1.83e-01	-1.3343774	-5.587652	-0.08542861	SIRT3	sirtuin 3
206400_at	4.03e-01	1.83e-01	1.3341048	-5.588007	0.27267454	LGALS7B///LGALS7	galectin 7B///galectin 7
201307_at	4.03e-01	1.83e-01	1.3340035	-5.588138	0.09484732	SEPT11	septin 11
207352_s_at	4.03e-01	1.83e-01	1.3337199	-5.588507	0.16095377	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
202877_s_at	4.03e-01	1.83e-01	-1.3335532	-5.588723	-0.14558669	CD93	CD93 molecule
209676_at	4.03e-01	1.83e-01	-1.333385	-5.588942	-0.19420212	TFPI	tissue factor pathway inhibitor
219373_at	4.03e-01	1.83e-01	1.3330105	-5.589428	0.11849738	DPM3	dolichyl-phosphate mannosyltransferase subunit 3
206637_at	4.03e-01	1.83e-01	1.3330036	-5.589437	0.20846255	P2RY14	purinergic receptor P2Y14
202092_s_at	4.04e-01	1.83e-01	-1.3326448	-5.589903	-0.0611691	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
206798_x_at	4.04e-01	1.83e-01	-1.3324359	-5.590174	-0.15775054	DLEC1	deleted in lung and esophageal cancer 1
201430_s_at	4.04e-01	1.83e-01	1.3324022	-5.590218	0.20656717	DPYSL3	dihydropyrimidinase like 3
201987_at	4.04e-01	1.83e-01	-1.3321336	-5.590567	-0.11161862	MED13	mediator complex subunit 13
212351_at	4.04e-01	1.84e-01	1.3319273	-5.590834	0.06934716	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
205422_s_at	4.04e-01	1.84e-01	-1.3317882	-5.591015	-0.32574686	ITGBL1	integrin subunit beta like 1
212575_at	4.04e-01	1.84e-01	1.3315402	-5.591337	0.15761346	TMEM259	transmembrane protein 259
205829_at	4.04e-01	1.84e-01	1.3314308	-5.591479	0.2603826	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1
209003_at	4.04e-01	1.84e-01	-1.3313379	-5.591599	-0.07810876	SLC25A11	solute carrier family 25 member 11
213273_at	4.04e-01	1.84e-01	-1.3312648	-5.591694	-0.20569824	TENM4	teneurin transmembrane protein 4
209783_at	4.04e-01	1.84e-01	-1.3308557	-5.592224	-0.17658015	DBP	D-box binding PAR bZIP transcription factor
214631_at	4.04e-01	1.84e-01	1.3308088	-5.592285	0.2057515	ZBTB33	zinc finger and BTB domain containing 33
221282_x_at	4.04e-01	1.84e-01	-1.3308072	-5.592287	-0.16566063	RUNX2	runt related transcription factor 2
211821_x_at	4.04e-01	1.84e-01	-1.330787	-5.592314	-0.22742105	GYPA	glycophorin A (MNS blood group)
213066_at	4.04e-01	1.84e-01	1.3307581	-5.592351	0.173072	RUSC2	RUN and SH3 domain containing 2
208245_at	4.04e-01	1.84e-01	-1.3307559	-5.592354	-0.228674	RAB9BP1	RAB9B, member RAS oncogene family pseudogene 1
200950_at	4.04e-01	1.84e-01	1.3307148	-5.592407	0.08044851	ARPC1A	actin related protein 2/3 complex subunit 1A
221107_at	4.04e-01	1.84e-01	-1.330696	-5.592431	-0.13758617	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
53076_at	4.05e-01	1.84e-01	-1.3305258	-5.592652	-0.09706718	B4GALT7	beta-1,4-galactosyltransferase 7
206499_s_at	4.05e-01	1.84e-01	1.3303783	-5.592843	0.07952563	RCC1	regulator of chromosome condensation 1
206786_at	4.05e-01	1.84e-01	-1.3302107	-5.593061	-0.16606476	HTN3	histatin 3
217806_s_at	4.05e-01	1.84e-01	-1.3300568	-5.59326	-0.06899169	POLDIP2	DNA polymerase delta interacting protein 2
208323_s_at	4.05e-01	1.84e-01	-1.3299191	-5.593438	-0.16395298	ANXA13	annexin A13
222375_at	4.05e-01	1.84e-01	1.3293521	-5.594173	0.2089021		
213751_at	4.05e-01	1.84e-01	1.3292855	-5.594259	0.16669753	PPP1R37	protein phosphatase 1 regulatory subunit 37
202318_s_at	4.05e-01	1.84e-01	1.3292835	-5.594262	0.09148592	SENP6	SUMO1/sentrin specific peptidase 6
217123_x_at	4.05e-01	1.84e-01	-1.3290167	-5.594607	-0.17373453	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)
221434_s_at	4.05e-01	1.85e-01	-1.3288359	-5.594841	-0.08832377	SLIRP	SRA stem-loop interacting RNA binding protein
212016_s_at	4.06e-01	1.85e-01	1.3285581	-5.595201	0.08406244	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
209847_at	4.06e-01	1.85e-01	-1.3284474	-5.595344	-0.16490666	CDH17	cadherin 17
219313_at	4.06e-01	1.85e-01	-1.3279974	-5.595926	-0.22177523	GRAMD1C	GRAM domain containing 1C
209271_at	4.06e-01	1.85e-01	-1.3279532	-5.595984	-0.07750082	BPTF	bromodomain PHD finger transcription factor
219247_s_at	4.06e-01	1.85e-01	1.3279001	-5.596052	0.14446673	ZDHHC14	zinc finger DHHC-type containing 14
205086_s_at	4.06e-01	1.85e-01	1.3278305	-5.596142	0.16208858	NCAPH2	non-SMC condensin II complex subunit H2
208948_s_at	4.06e-01	1.85e-01	1.3275997	-5.596441	0.0746865	STAU1	staufen double-stranded RNA binding protein 1
209496_at	4.06e-01	1.85e-01	-1.3274988	-5.596571	-0.26518881	RARRES2	retinoic acid receptor responder 2
219657_s_at	4.06e-01	1.85e-01	1.3273245	-5.596797	0.0920241	KLF3	Kruppel like factor 3
217602_at	4.06e-01	1.85e-01	1.3272454	-5.596899	0.21689285	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
210853_at	4.06e-01	1.85e-01	-1.3272344	-5.596913	-0.19439562	SCN11A	sodium voltage-gated channel alpha subunit 11
205668_at	4.06e-01	1.85e-01	1.3271601	-5.597009	0.1837221	LY75	lymphocyte antigen 75
213695_at	4.06e-01	1.85e-01	-1.3271389	-5.597037	-0.17178091	PON3	paraoxonase 3
213971_s_at	4.06e-01	1.85e-01	1.326935	-5.5973	0.12170949	SUZ12P1///SUZ12	SUZ12 polycomb repressive complex 2 subunit pseudogene 1///SUZ12 polycomb repressive complex 2 subunit
205297_s_at	4.06e-01	1.85e-01	1.3266496	-5.597669	0.22817539	CD79B	CD79b molecule
200678_x_at	4.06e-01	1.85e-01	-1.3266249	-5.597701	-0.10066231	GRN	granulin
210771_at	4.06e-01	1.85e-01	1.3265639	-5.59778	0.18168361	PPARA	peroxisome proliferator activated receptor alpha
206207_at	4.06e-01	1.85e-01	-1.3264295	-5.597954	-0.21984574	CLC	Charcot-Leyden crystal galectin
209241_x_at	4.07e-01	1.85e-01	-1.325992	-5.598519	-0.07964647	MINK1	misshapen like kinase 1
206807_s_at	4.07e-01	1.86e-01	-1.3256638	-5.598943	-0.10370005	ADD2	adducin 2
207474_at	4.07e-01	1.86e-01	-1.3256176	-5.599003	-0.20313857	SNRK	SNF related kinase
214351_x_at	4.07e-01	1.86e-01	1.3253513	-5.599347	0.1095848	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13
219392_x_at	4.07e-01	1.86e-01	1.3253266	-5.599378	0.12240038	PRR11	proline rich 11
222340_at	4.07e-01	1.86e-01	-1.3253162	-5.599392	-0.19406748		
219961_s_at	4.07e-01	1.86e-01	-1.32527	-5.599451	-0.23977034	KIZ	kizuna centrosomal protein
206980_s_at	4.07e-01	1.86e-01	1.3252554	-5.59947	0.17292037	FLT3LG	fms related tyrosine kinase 3 ligand
220701_at	4.07e-01	1.86e-01	-1.3251855	-5.599561	-0.16211917	LINC00216	long intergenic non-protein coding RNA 216
213568_at	4.07e-01	1.86e-01	-1.3251811	-5.599566	-0.21868585	OSR2	odd-skipped related transciption factor 2
216489_at	4.07e-01	1.86e-01	-1.3251547	-5.5996	-0.14168007	LOC101927086	uncharacterized LOC101927086
207717_s_at	4.07e-01	1.86e-01	1.3250788	-5.599698	0.14125764	PKP2	plakophilin 2
216728_at	4.07e-01	1.86e-01	-1.3250662	-5.599715	-0.17095582		
204587_at	4.07e-01	1.86e-01	-1.3249551	-5.599858	-0.08647248	SLC25A14	solute carrier family 25 member 14
200003_s_at	4.07e-01	1.86e-01	-1.324823	-5.600028	-0.08036064	MIR6805///RPL28	microRNA 6805///ribosomal protein L28
202998_s_at	4.07e-01	1.86e-01	1.3248022	-5.600055	0.18733906	LOXL2	lysyl oxidase like 2
216614_at	4.07e-01	1.86e-01	1.3247762	-5.600089	0.20019862		
216766_at	4.07e-01	1.86e-01	-1.3247301	-5.600148	-0.21381679		
121_at	4.07e-01	1.86e-01	-1.3247189	-5.600163	-0.09361103	PAX8	paired box 8
207409_at	4.07e-01	1.86e-01	-1.3245878	-5.600332	-0.16138501	LECT2	leukocyte cell derived chemotaxin 2
222141_at	4.07e-01	1.86e-01	1.3245119	-5.60043	0.19260215	KLHL22	kelch like family member 22
216441_at	4.07e-01	1.86e-01	-1.3243176	-5.600681	-0.25570014		
215424_s_at	4.07e-01	1.86e-01	-1.3240683	-5.601002	-0.06132783	SNW1	SNW domain containing 1
220124_at	4.07e-01	1.86e-01	1.3240398	-5.601039	0.23010171	GAN	gigaxonin
201783_s_at	4.07e-01	1.86e-01	-1.323978	-5.601119	-0.06573912	RELA	RELA proto-oncogene, NF-kB subunit
214729_at	4.07e-01	1.86e-01	1.3239257	-5.601186	0.166376	TWISTNB	TWIST neighbor
200733_s_at	4.07e-01	1.86e-01	1.3236702	-5.601516	0.11477192	PTP4A1	protein tyrosine phosphatase type IVA, member 1
215196_at	4.07e-01	1.86e-01	1.3235964	-5.601611	0.16371806	GUSBP11	glucuronidase, beta pseudogene 11
216678_at	4.07e-01	1.86e-01	-1.3235716	-5.601643	-0.08587834	IFT122	intraflagellar transport 122
