ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
212335_at	3.00e-02	4.64e-03	-2.8442297	-2.534508	-0.21633128	GNS	glucosamine (N-acetyl)-6-sulfatase
202168_at	3.01e-02	4.66e-03	-2.8430129	-2.537835	-0.1841954	AK6///TAF9	adenylate kinase 6///TATA-box binding protein associated factor 9
215898_at	3.02e-02	4.66e-03	-2.8427977	-2.538424	-0.27065306	TTLL5	tubulin tyrosine ligase like 5
218530_at	3.02e-02	4.66e-03	-2.8426136	-2.538927	-0.21874174	FHOD1	formin homology 2 domain containing 1
220161_s_at	3.03e-02	4.68e-03	2.8413126	-2.542483	0.22754233	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
206448_at	3.04e-02	4.70e-03	-2.840086	-2.545833	-0.25566603	ZNF365	zinc finger protein 365
204529_s_at	3.05e-02	4.71e-03	2.8389276	-2.548996	0.29838516	TOX	thymocyte selection associated high mobility group box
204262_s_at	3.05e-02	4.72e-03	-2.8387046	-2.549605	-0.21187989	PSEN2	presenilin 2
205257_s_at	3.05e-02	4.72e-03	-2.8384892	-2.550193	-0.37778564	AMPH	amphiphysin
215695_s_at	3.05e-02	4.72e-03	2.8384793	-2.55022	0.36787012	GYG2	glycogenin 2
204649_at	3.05e-02	4.72e-03	2.8382438	-2.550863	0.23210705	TROAP	trophinin associated protein
215170_s_at	3.06e-02	4.74e-03	2.8372837	-2.553483	0.3735283	CEP152	centrosomal protein 152
204589_at	3.06e-02	4.74e-03	-2.8369439	-2.55441	-0.2826972	NUAK1	NUAK family kinase 1
203894_at	3.06e-02	4.75e-03	-2.8367752	-2.55487	-0.18779245	TUBG2	tubulin gamma 2
213053_at	3.06e-02	4.75e-03	2.8365891	-2.555378	0.32925884	HAUS5	HAUS augmin like complex subunit 5
219649_at	3.08e-02	4.77e-03	2.8352563	-2.559012	0.14820942	ALG6	ALG6, alpha-1,3-glucosyltransferase
201263_at	3.08e-02	4.77e-03	2.834946	-2.559859	0.25577578	TARS	threonyl-tRNA synthetase
219121_s_at	3.09e-02	4.79e-03	2.8339287	-2.562631	0.28369489	ESRP1	epithelial splicing regulatory protein 1
203649_s_at	3.09e-02	4.79e-03	2.8336313	-2.563442	0.5291751	PLA2G2A	phospholipase A2 group IIA
204202_at	3.10e-02	4.81e-03	-2.8326454	-2.566128	-0.28526995	IQCE	IQ motif containing E
206874_s_at	3.10e-02	4.81e-03	-2.8326017	-2.566247	-0.17165393	SLK	STE20 like kinase
212057_at	3.10e-02	4.81e-03	-2.8323035	-2.567059	-0.2490063	GSE1	Gse1 coiled-coil protein
206221_at	3.10e-02	4.81e-03	2.8322567	-2.567187	0.31421989	RASA3	RAS p21 protein activator 3
216702_x_at	3.10e-02	4.82e-03	-2.831948	-2.568028	-0.33403352		
218736_s_at	3.10e-02	4.82e-03	2.8318284	-2.568353	0.45554205	PALMD	palmdelphin
218936_s_at	3.10e-02	4.82e-03	2.8317332	-2.568613	0.19283408	CCDC59	coiled-coil domain containing 59
204331_s_at	3.10e-02	4.82e-03	2.8315954	-2.568988	0.27397441	MRPS12	mitochondrial ribosomal protein S12
218812_s_at	3.10e-02	4.83e-03	-2.8312793	-2.569849	-0.2000214	ORAI2	ORAI calcium release-activated calcium modulator 2
213318_s_at	3.10e-02	4.83e-03	2.8310921	-2.570358	0.18862329	BAG6	BCL2 associated athanogene 6
201944_at	3.10e-02	4.83e-03	-2.8310692	-2.570421	-0.17909627	HEXB	hexosaminidase subunit beta
209397_at	3.11e-02	4.84e-03	2.8307108	-2.571396	0.21033137	ME2	malic enzyme 2
202403_s_at	3.12e-02	4.86e-03	-2.829376	-2.575029	-0.67501904	COL1A2	collagen type I alpha 2 chain
220969_s_at	3.12e-02	4.86e-03	2.8292334	-2.575417	0.30024483		
204730_at	3.12e-02	4.86e-03	2.8291879	-2.575541	0.32092889	RIMS3	regulating synaptic membrane exocytosis 3
220682_s_at	3.12e-02	4.86e-03	2.8289094	-2.576299	0.46388832	KLHL5	kelch like family member 5
219338_s_at	3.12e-02	4.86e-03	-2.8288565	-2.576443	-0.28919911	LRRC49	leucine rich repeat containing 49
216248_s_at	3.12e-02	4.87e-03	-2.8286175	-2.577093	-0.34825228	NR4A2	nuclear receptor subfamily 4 group A member 2
218984_at	3.12e-02	4.87e-03	2.8284212	-2.577627	0.21389696	PUS7	pseudouridylate synthase 7 (putative)
212757_s_at	3.12e-02	4.88e-03	-2.8279738	-2.578844	-0.15570256	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
204280_at	3.12e-02	4.88e-03	-2.8279508	-2.578907	-0.36103509	RGS14	regulator of G-protein signaling 14
205120_s_at	3.12e-02	4.88e-03	2.8278565	-2.579163	0.30911665	SGCB	sarcoglycan beta
208645_s_at	3.12e-02	4.88e-03	-2.8278329	-2.579227	-0.16918459	RPS14	ribosomal protein S14
211150_s_at	3.12e-02	4.88e-03	2.8277118	-2.579556	0.50081726	DLAT	dihydrolipoamide S-acetyltransferase
218194_at	3.13e-02	4.89e-03	2.8271916	-2.580971	0.23928618	REXO2	RNA exonuclease 2
219763_at	3.13e-02	4.90e-03	2.826705	-2.582294	0.27457271	DENND1A	DENN domain containing 1A
210596_at	3.13e-02	4.90e-03	2.8266458	-2.582455	0.19973119	MAGT1	magnesium transporter 1
210047_at	3.13e-02	4.90e-03	-2.8265819	-2.582629	-0.4106768	SLC11A2	solute carrier family 11 member 2
208473_s_at	3.13e-02	4.91e-03	-2.8259548	-2.584333	-0.3366905	GP2	glycoprotein 2
221779_at	3.13e-02	4.91e-03	2.8257548	-2.584877	0.39783947	MICALL1	MICAL like 1
220095_at	3.13e-02	4.91e-03	2.8257537	-2.58488	0.41530876	CNTLN	centlein
206277_at	3.13e-02	4.91e-03	-2.8257203	-2.584971	-0.48030193	P2RY2	purinergic receptor P2Y2
221671_x_at	3.14e-02	4.91e-03	2.8254118	-2.585809	0.62485597	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
208993_s_at	3.14e-02	4.92e-03	2.8253276	-2.586038	0.15806225	PPIG	peptidylprolyl isomerase G
209393_s_at	3.14e-02	4.92e-03	2.8252427	-2.586269	0.16913866	EIF4E2	eukaryotic translation initiation factor 4E family member 2
204414_at	3.14e-02	4.92e-03	-2.8248285	-2.587394	-0.50268016	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
216576_x_at	3.14e-02	4.92e-03	2.8247912	-2.587495	0.71720332	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
209786_at	3.14e-02	4.93e-03	2.8246453	-2.587892	0.2495682	HMGN4	high mobility group nucleosomal binding domain 4
218561_s_at	3.14e-02	4.93e-03	2.8245441	-2.588167	0.18069531	LYRM4	LYR motif containing 4
213178_s_at	3.14e-02	4.93e-03	-2.8242089	-2.589077	-0.22855856	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
205531_s_at	3.16e-02	4.96e-03	-2.8225611	-2.593552	-0.34554743	GLS2	glutaminase 2
203978_at	3.16e-02	4.96e-03	-2.8223686	-2.594074	-0.13818276	NUBP1	nucleotide binding protein 1
210469_at	3.16e-02	4.97e-03	-2.8217768	-2.595681	-0.28242228	DLG5	discs large MAGUK scaffold protein 5
204279_at	3.17e-02	4.97e-03	2.8214833	-2.596477	0.3292677	PSMB9	proteasome subunit beta 9
200071_at	3.17e-02	4.98e-03	2.8210596	-2.597627	0.181269	SMNDC1	survival motor neuron domain containing 1
209111_at	3.17e-02	4.98e-03	2.8210245	-2.597722	0.28220191	RNF5P1///RNF5	ring finger protein 5 pseudogene 1///ring finger protein 5
220340_at	3.17e-02	4.98e-03	-2.8208624	-2.598162	-0.35858406	GREB1L	growth regulation by estrogen in breast cancer 1 like
211214_s_at	3.17e-02	4.99e-03	2.8203728	-2.59949	0.32187706	DAPK1	death associated protein kinase 1
218496_at	3.18e-02	5.00e-03	2.8200004	-2.6005	0.19791609	RNASEH1	ribonuclease H1
213750_at	3.18e-02	5.00e-03	-2.8198199	-2.60099	-0.23094773	RSL1D1	ribosomal L1 domain containing 1
202549_at	3.19e-02	5.02e-03	2.8187139	-2.603989	0.41208335	VAPB	VAMP associated protein B and C
201940_at	3.19e-02	5.02e-03	-2.8182906	-2.605137	-0.30622787	CPD	carboxypeptidase D
200006_at	3.19e-02	5.03e-03	-2.8177761	-2.606531	-0.13415444	PARK7	Parkinsonism associated deglycase
210844_x_at	3.19e-02	5.03e-03	-2.817658	-2.606851	-0.19202312	CTNNA1	catenin alpha 1
212301_at	3.20e-02	5.04e-03	-2.8173665	-2.607641	-0.16725962	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
208738_x_at	3.20e-02	5.05e-03	2.8165867	-2.609754	0.17775908	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
52285_f_at	3.20e-02	5.05e-03	2.8165866	-2.609755	0.35060419	CEP76	centrosomal protein 76
205600_x_at	3.21e-02	5.06e-03	-2.8156437	-2.612309	-0.19861076	HOXB5	homeobox B5
203647_s_at	3.21e-02	5.07e-03	2.8155787	-2.612485	0.27340859	FDX1	ferredoxin 1
216042_at	3.21e-02	5.07e-03	-2.8155645	-2.612523	-0.23759335	TNFRSF25	TNF receptor superfamily member 25
204967_at	3.22e-02	5.09e-03	-2.8142641	-2.616044	-0.17044473	SHROOM2	shroom family member 2
204819_at	3.22e-02	5.09e-03	2.8142366	-2.616119	0.17988515	FGD1	FYVE, RhoGEF and PH domain containing 1
204861_s_at	3.22e-02	5.09e-03	-2.8140833	-2.616534	-0.41565098	NAIP	NLR family apoptosis inhibitory protein
201620_at	3.22e-02	5.09e-03	-2.8138798	-2.617084	-0.16275857	MBTPS1	membrane bound transcription factor peptidase, site 1
219202_at	3.22e-02	5.09e-03	2.8137979	-2.617306	0.30635113	RHBDF2	rhomboid 5 homolog 2
217430_x_at	3.22e-02	5.10e-03	-2.8135042	-2.618101	-0.34675549	COL1A1	collagen type I alpha 1 chain
209498_at	3.23e-02	5.11e-03	2.8128876	-2.61977	0.3447152	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
203092_at	3.23e-02	5.12e-03	2.8123447	-2.621238	0.55486076	TIMM44	translocase of inner mitochondrial membrane 44
211896_s_at	3.24e-02	5.13e-03	-2.8117342	-2.62289	-0.56351777	DCN	decorin
211755_s_at	3.24e-02	5.13e-03	2.8112938	-2.624081	0.13195664	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1
210493_s_at	3.25e-02	5.14e-03	2.8105369	-2.626127	0.33784969	MFAP3L	microfibrillar associated protein 3 like
213913_s_at	3.25e-02	5.16e-03	-2.8097872	-2.628154	-0.35425994	TBC1D30	TBC1 domain family member 30
220607_x_at	3.25e-02	5.16e-03	2.8096724	-2.628464	0.17481246	NELFCD	negative elongation factor complex member C/D
206670_s_at	3.26e-02	5.17e-03	-2.8088022	-2.630816	-0.3868487	GAD1	glutamate decarboxylase 1
203689_s_at	3.26e-02	5.18e-03	2.8084729	-2.631706	0.1800589	FMR1	fragile X mental retardation 1
49679_s_at	3.27e-02	5.18e-03	-2.8081732	-2.632515	-0.2401958	MMP24-AS1	MMP24 antisense RNA 1
219494_at	3.27e-02	5.19e-03	2.8075758	-2.634129	0.29726637	RAD54B	RAD54 homolog B (S. cerevisiae)
217717_s_at	3.27e-02	5.19e-03	-2.8073305	-2.634791	-0.13986045	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
204693_at	3.28e-02	5.20e-03	2.8070396	-2.635577	0.33884982	CDC42EP1	CDC42 effector protein 1
209795_at	3.28e-02	5.21e-03	2.8063021	-2.637568	0.41614022	CD69	CD69 molecule
204094_s_at	3.28e-02	5.21e-03	2.8062801	-2.637627	0.27272306	TSC22D2	TSC22 domain family member 2
218680_x_at	3.30e-02	5.24e-03	-2.8045983	-2.642166	-0.18202348	SERF2-C15ORF63///MIR1282///HYPK///SERF2	SERF2-C15orf63 readthrough///microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
218059_at	3.30e-02	5.24e-03	2.8044585	-2.642544	0.20588714	ZNF706	zinc finger protein 706
219998_at	3.31e-02	5.26e-03	2.8032508	-2.645801	0.40182916	LGALSL	galectin like
213484_at	3.31e-02	5.26e-03	2.8032382	-2.645835	0.44143257	ADD2	adducin 2
219662_at	3.31e-02	5.26e-03	2.803028	-2.646402	0.26484003	C2orf49	chromosome 2 open reading frame 49
205601_s_at	3.31e-02	5.26e-03	-2.8029571	-2.646593	-0.22684153	HOXB5	homeobox B5
211209_x_at	3.32e-02	5.28e-03	2.8020769	-2.648966	0.37149875	SH2D1A	SH2 domain containing 1A
206831_s_at	3.32e-02	5.28e-03	-2.8019217	-2.649385	-0.52274146	ARSD	arylsulfatase D
207343_at	3.32e-02	5.28e-03	-2.8017527	-2.64984	-0.27409326	LYZL6	lysozyme like 6
209882_at	3.32e-02	5.28e-03	2.8017343	-2.64989	0.18775974	RIT1	Ras like without CAAX 1
213735_s_at	3.32e-02	5.29e-03	2.8013909	-2.650815	0.13274163	COX5B	cytochrome c oxidase subunit 5B
219276_x_at	3.32e-02	5.29e-03	2.8010902	-2.651626	0.21015488	CAAP1	caspase activity and apoptosis inhibitor 1
202598_at	3.32e-02	5.30e-03	-2.8009707	-2.651948	-0.2098835	S100A13	S100 calcium binding protein A13
209782_s_at	3.32e-02	5.30e-03	-2.8008057	-2.652392	-0.26770584	DBP	D-box binding PAR bZIP transcription factor
219467_at	3.32e-02	5.30e-03	-2.8007751	-2.652475	-0.18483156	GIN1	gypsy retrotransposon integrase 1
221804_s_at	3.32e-02	5.30e-03	-2.8007364	-2.652579	-0.13999473	FAM45A///FAM45BP	family with sequence similarity 45 member A///family with sequence similarity 45, member A pseudogene
212502_at	3.33e-02	5.32e-03	2.7997556	-2.655221	0.16059778	ADO	2-aminoethanethiol dioxygenase
206823_at	3.33e-02	5.32e-03	-2.7996629	-2.655471	-0.34997663	L3MBTL1	l(3)mbt-like 1 (Drosophila)
209336_at	3.33e-02	5.32e-03	2.7995216	-2.655852	0.3770013	PWP2	PWP2 periodic tryptophan protein homolog (yeast)
215189_at	3.33e-02	5.32e-03	2.7995056	-2.655895	0.24050303	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
203465_at	3.33e-02	5.32e-03	2.7994412	-2.656068	0.2846991	MRPL19	mitochondrial ribosomal protein L19
202868_s_at	3.33e-02	5.32e-03	2.7992694	-2.656531	0.14096823	POP4	POP4 homolog, ribonuclease P/MRP subunit
218977_s_at	3.33e-02	5.32e-03	2.7992082	-2.656696	0.25790439	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
210266_s_at	3.33e-02	5.33e-03	2.79917	-2.656799	0.24642891	TRIM33	tripartite motif containing 33
211607_x_at	3.33e-02	5.33e-03	2.7990076	-2.657236	0.28371616	EGFR	epidermal growth factor receptor
204776_at	3.34e-02	5.34e-03	-2.7981965	-2.65942	-0.28259434	THBS4	thrombospondin 4
210153_s_at	3.34e-02	5.35e-03	2.7978877	-2.660251	0.18737563	ME2	malic enzyme 2
208248_x_at	3.34e-02	5.35e-03	-2.7977648	-2.660582	-0.21558649	APLP2	amyloid beta precursor like protein 2
208273_at	3.34e-02	5.35e-03	2.7974379	-2.661462	0.38954355	ZNF670-ZNF695///ZNF670///ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)///zinc finger protein 670///zinc finger protein 695
203380_x_at	3.34e-02	5.35e-03	-2.7974303	-2.661482	-0.17484171	SRSF5	serine and arginine rich splicing factor 5
200782_at	3.34e-02	5.36e-03	2.7972848	-2.661874	0.20727027	ANXA5	annexin A5
201112_s_at	3.35e-02	5.36e-03	2.7968231	-2.663116	0.17064759	CSE1L	chromosome segregation 1 like
217732_s_at	3.35e-02	5.37e-03	-2.796439	-2.66415	-0.2443557	ITM2B	integral membrane protein 2B
214427_at	3.36e-02	5.38e-03	2.7957998	-2.665869	0.18950424	NOP2	NOP2 nucleolar protein
200652_at	3.36e-02	5.38e-03	2.7956654	-2.666231	0.1623035	SSR2	signal sequence receptor subunit 2
201161_s_at	3.36e-02	5.40e-03	2.7947749	-2.668626	0.37378499	YBX3	Y-box binding protein 3
204233_s_at	3.37e-02	5.41e-03	2.7940643	-2.670536	0.43833734	CHKA	choline kinase alpha
218578_at	3.37e-02	5.42e-03	2.7935367	-2.671954	0.36176907	CDC73	cell division cycle 73
207626_s_at	3.38e-02	5.42e-03	-2.7934018	-2.672317	-0.51678861	SLC7A2	solute carrier family 7 member 2
205662_at	3.38e-02	5.43e-03	-2.7930473	-2.673269	-0.37178277	B9D1	B9 domain containing 1
200976_s_at	3.38e-02	5.43e-03	-2.7927674	-2.674022	-0.16134268	TAX1BP1	Tax1 binding protein 1
219665_at	3.39e-02	5.45e-03	-2.7917888	-2.676651	-0.3814352	NUDT18	nudix hydrolase 18
215082_at	3.39e-02	5.45e-03	-2.7912967	-2.677972	-0.19521934	ELOVL5	ELOVL fatty acid elongase 5
213680_at	3.40e-02	5.47e-03	2.7904483	-2.680251	0.54679372	KRT6B	keratin 6B
213224_s_at	3.40e-02	5.47e-03	-2.79032	-2.680595	-0.31774598	BBIP1	BBSome interacting protein 1
210650_s_at	3.40e-02	5.47e-03	-2.7902477	-2.680789	-0.27941311	PCLO	piccolo presynaptic cytomatrix protein
209656_s_at	3.41e-02	5.49e-03	2.7893618	-2.683167	0.54840227	TMEM47	transmembrane protein 47
212087_s_at	3.41e-02	5.49e-03	-2.7892509	-2.683465	-0.13370389	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
221756_at	3.41e-02	5.49e-03	-2.7891772	-2.683663	-0.2703686	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
203663_s_at	3.42e-02	5.51e-03	2.7876889	-2.687656	0.16877081	COX5A	cytochrome c oxidase subunit 5A
212245_at	3.43e-02	5.52e-03	2.7872908	-2.688723	0.17762109	MCFD2	multiple coagulation factor deficiency 2
201568_at	3.43e-02	5.53e-03	-2.7868252	-2.689972	-0.20646073	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
220111_s_at	3.43e-02	5.53e-03	-2.7864889	-2.690874	-0.3955326	ANO2	anoctamin 2
200910_at	3.43e-02	5.54e-03	2.7864783	-2.690902	0.1903412	LOC101927137///CCT3	uncharacterized LOC101927137///chaperonin containing TCP1 subunit 3
211552_s_at	3.44e-02	5.54e-03	-2.7859968	-2.692193	-0.26726059	ALDH4A1	aldehyde dehydrogenase 4 family member A1
210040_at	3.44e-02	5.55e-03	-2.7858571	-2.692568	-0.27956315	SLC12A5	solute carrier family 12 member 5
214665_s_at	3.44e-02	5.55e-03	-2.7857277	-2.692914	-0.18114015	CHP1	calcineurin like EF-hand protein 1
218620_s_at	3.44e-02	5.55e-03	-2.7853281	-2.693986	-0.49874787	HEMK1	HemK methyltransferase family member 1
201617_x_at	3.45e-02	5.56e-03	2.7847427	-2.695554	0.47425504	CALD1	caldesmon 1
202698_x_at	3.45e-02	5.57e-03	2.7845555	-2.696056	0.13888398	COX4I1	cytochrome c oxidase subunit 4I1
221833_at	3.46e-02	5.59e-03	-2.7835148	-2.698844	-0.32887462	LOC100507577///LONP2///SIAH1	uncharacterized LOC100507577///lon peptidase 2, peroxisomal///siah E3 ubiquitin protein ligase 1
209053_s_at	3.46e-02	5.59e-03	2.7834269	-2.699079	0.57681817	WHSC1	Wolf-Hirschhorn syndrome candidate 1
210749_x_at	3.46e-02	5.59e-03	-2.7833849	-2.699192	-0.19287993	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
203374_s_at	3.46e-02	5.60e-03	2.7828817	-2.700539	0.19294429	TPP2	tripeptidyl peptidase 2
217937_s_at	3.47e-02	5.61e-03	-2.7822878	-2.70213	-0.24944629	HDAC7	histone deacetylase 7
209799_at	3.47e-02	5.61e-03	2.7822817	-2.702146	0.50737597	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
202343_x_at	3.47e-02	5.61e-03	2.7821411	-2.702522	0.17647168	COX5B	cytochrome c oxidase subunit 5B
203460_s_at	3.47e-02	5.62e-03	-2.7816511	-2.703834	-0.12918531	PSEN1	presenilin 1
207538_at	3.47e-02	5.62e-03	-2.7815744	-2.704039	-0.38932999	IL4	interleukin 4
218571_s_at	3.47e-02	5.62e-03	-2.7814323	-2.704419	-0.23892406	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
212009_s_at	3.47e-02	5.63e-03	2.7809018	-2.705839	0.52899695	STIP1	stress induced phosphoprotein 1
205851_at	3.48e-02	5.63e-03	-2.7807512	-2.706242	-0.11429031	NME6	NME/NM23 nucleoside diphosphate kinase 6
201035_s_at	3.48e-02	5.64e-03	2.7805198	-2.706862	0.15005523	HADH	hydroxyacyl-CoA dehydrogenase
220956_s_at	3.48e-02	5.64e-03	-2.7800191	-2.708201	-0.18698208	RAB4B-EGLN2///EGLN2	RAB4B-EGLN2 readthrough (NMD candidate)///egl-9 family hypoxia inducible factor 2
207079_s_at	3.49e-02	5.66e-03	2.7791746	-2.71046	0.29136175	MED6	mediator complex subunit 6
218473_s_at	3.49e-02	5.66e-03	2.7789721	-2.711002	0.16666004	COLGALT1	collagen beta(1-O)galactosyltransferase 1
34260_at	3.49e-02	5.66e-03	-2.7789389	-2.71109	-0.21938666	TELO2	telomere maintenance 2
202236_s_at	3.50e-02	5.68e-03	2.7780427	-2.713486	0.31445939	SLC16A1	solute carrier family 16 member 1
218235_s_at	3.50e-02	5.68e-03	2.7778163	-2.714092	0.1869529	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)
210132_at	3.50e-02	5.69e-03	2.7775789	-2.714726	0.48325314	EFNA3	ephrin A3
206482_at	3.50e-02	5.69e-03	-2.7774744	-2.715005	-0.59277759	PTK6	protein tyrosine kinase 6
213276_at	3.50e-02	5.69e-03	-2.777286	-2.715509	-0.24987058	CAMK2B	calcium/calmodulin dependent protein kinase II beta
205824_at	3.50e-02	5.69e-03	2.7771359	-2.71591	0.43836553	HSPB2	heat shock protein family B (small) member 2
218417_s_at	3.50e-02	5.70e-03	-2.7768856	-2.716579	-0.45272952	SLC48A1	solute carrier family 48 member 1
202975_s_at	3.51e-02	5.70e-03	-2.7766671	-2.717163	-0.3271032	RHOBTB3	Rho related BTB domain containing 3
215465_at	3.51e-02	5.70e-03	-2.7765942	-2.717358	-0.43100851	ABCA12	ATP binding cassette subfamily A member 12
218307_at	3.51e-02	5.72e-03	-2.7757856	-2.719518	-0.16655183	RSAD1	radical S-adenosyl methionine domain containing 1
212910_at	3.51e-02	5.72e-03	2.7756357	-2.719918	0.19240201	THAP11	THAP domain containing 11
206072_at	3.52e-02	5.74e-03	-2.7745587	-2.722794	-0.44266434	UCN	urocortin
216488_s_at	3.53e-02	5.75e-03	2.7739671	-2.724374	0.36779675	ATP11A	ATPase phospholipid transporting 11A
201740_at	3.53e-02	5.76e-03	2.7735412	-2.725511	0.13634685	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
219892_at	3.54e-02	5.76e-03	-2.7731347	-2.726596	-0.23848644	TM6SF1	transmembrane 6 superfamily member 1
204399_s_at	3.55e-02	5.79e-03	-2.7716358	-2.730595	-0.31178228	EML2	echinoderm microtubule associated protein like 2
218012_at	3.55e-02	5.79e-03	-2.7716029	-2.730683	-0.21736694	TSPYL2	TSPY like 2
216037_x_at	3.55e-02	5.79e-03	2.7715329	-2.730869	0.23002455	TCF7L2	transcription factor 7 like 2
203975_s_at	3.55e-02	5.80e-03	2.7712112	-2.731727	0.2045704	CHAF1A	chromatin assembly factor 1 subunit A
219143_s_at	3.55e-02	5.80e-03	2.771073	-2.732096	0.27707805	RPP25	ribonuclease P/MRP subunit p25
204687_at	3.55e-02	5.80e-03	-2.7710705	-2.732103	-0.22715096	PARM1	prostate androgen-regulated mucin-like protein 1
202025_x_at	3.56e-02	5.82e-03	-2.7700499	-2.734824	-0.1566844	ACAA1	acetyl-CoA acyltransferase 1
37860_at	3.57e-02	5.84e-03	-2.7690237	-2.737559	-0.15154486	ZNF337	zinc finger protein 337
208966_x_at	3.58e-02	5.85e-03	2.7683401	-2.739381	0.38193695	IFI16	interferon gamma inducible protein 16
219558_at	3.58e-02	5.85e-03	2.768276	-2.739551	0.28344984	ATP13A3	ATPase 13A3
218535_s_at	3.58e-02	5.85e-03	-2.7681433	-2.739905	-0.21207793	RIOK2	RIO kinase 2
221651_x_at	3.59e-02	5.87e-03	2.7672917	-2.742173	0.58552805	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
212160_at	3.59e-02	5.87e-03	2.7672576	-2.742264	0.23684699	XPOT	exportin for tRNA
200926_at	3.59e-02	5.87e-03	-2.7672198	-2.742365	-0.173812	RPS23	ribosomal protein S23
204748_at	3.59e-02	5.87e-03	2.7670271	-2.742878	0.5454811	PTGS2	prostaglandin-endoperoxide synthase 2
203518_at	3.60e-02	5.90e-03	-2.7655958	-2.746689	-0.25904855	LYST	lysosomal trafficking regulator
211501_s_at	3.61e-02	5.91e-03	2.7649158	-2.748498	0.19728672	EIF3B	eukaryotic translation initiation factor 3 subunit B
202736_s_at	3.61e-02	5.92e-03	2.7645101	-2.749578	0.26951721	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
207740_s_at	3.61e-02	5.92e-03	2.7643114	-2.750107	0.23976786	NUP62	nucleoporin 62
212577_at	3.61e-02	5.92e-03	2.7640741	-2.750738	0.21264944	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
214046_at	3.61e-02	5.92e-03	2.7640605	-2.750774	0.44994291	FUT9	fucosyltransferase 9
213623_at	3.61e-02	5.93e-03	-2.7639354	-2.751107	-0.17161371	KIF3A	kinesin family member 3A
213590_at	3.61e-02	5.93e-03	-2.7638288	-2.751391	-0.22811775	SLC16A5	solute carrier family 16 member 5
214222_at	3.62e-02	5.93e-03	-2.763653	-2.751858	-0.2137779	DNAH7	dynein axonemal heavy chain 7
213947_s_at	3.62e-02	5.94e-03	2.7633031	-2.752789	0.21586485	NUP210	nucleoporin 210
202405_at	3.64e-02	5.98e-03	-2.7611223	-2.758587	-0.17876749	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
200863_s_at	3.65e-02	5.98e-03	-2.7606781	-2.759767	-0.13810389	RAB11A	RAB11A, member RAS oncogene family
221923_s_at	3.65e-02	5.99e-03	2.7603946	-2.76052	0.18489175	NPM1	nucleophosmin
